Airport Code|Airport Name|City Name|Country Name
SJU|Luis Munoz Marin Intl|San Juan|Puerto Rico
SJV|San Javier|San Javier|Bolivia
SJW|Daguocun|Shijiazhuang|China
SJX|Sartaneja|Sartaneja|Belize
SJY|Ilmajoki|Seinajoki|Finland
SJZ|Sao Jorge Island|Sao Jorge Island|Portugal
SKB|Robert L Bradshaw Intl.|Basseterre, St. Kitts Island|Saint Kitts And Nevis
SKC|Suki|Suki|Papua New Guinea
SKD|Samarkand|Samarkand|Uzbekistan
SKE|Skien|Skien|Norway
SKF|Kelly AFB|San Antonio|United States
SKG|Macedonia Intl.|Thessaloniki|Greece
SKH|Kadmandu|Surkhet|Nepal
SKI|Skikda|Skikda|Algeria
SKJ|Sitkinak Cgs|Sitkinak Island|United States
SKK|Shaktoolik|Shaktoolik|United States
SKL|Broadford|Isle Of Skye|United Kingdom
SKM|Skeldon|Skeldon|Guyana
SKN|Skagen|Stokmarknes|Norway
SKO|Sokoto|Sokoto|Nigeria
SKP|Petrovec|Skopje|Former Yugoslav Republic Of Macedonia
SKQ|Sekakes|Sekakes|Lesotho
SKR|Shakiso|Shakiso|Ethiopia
SKS|Vojens|Vojens|Denmark
SKT|Sialkot Intl.|Sialkot|Pakistan
SKU|Skiros|Skiros|Greece
SKV|Mount Sinai|Santa Katarina|Egypt
SKW|Intermediate|Skwentna|United States
SKX|Saransk|Saransk|Russian Federation
SKY|Griffing Sandusky|Sandusky|United States
SKZ|Sukkur|Sukkur|Pakistan
SLA|Gen Belgrano|Salta|Argentina
SLB|Municipal|Storm Lake|United States
SLC|Salt Lake City Intl.|Salt Lake City, UT|United States
SLD|Sliac|Sliac|Slovakia
SLE|Mcnary Field|Salem|United States
SLF|Sulayel|Sulayel|Saudi Arabia
SLG|Smith Field|Siloam Springs|United States
SLH|Sola|Sola|Vanuatu
SLI|Solwezi|Solwezi|Zambia
SLJ|Stellar Air Park|Chandler|United States
SLK|Adirondack|Saranac Lake|United States
SLL|Salalah|Salalah|Oman
SLM|Matacan|Salamanca|Spain
SLN|Salina|Salina|United States
SLO|Leckrone|Salem|United States
SLP|San Luis Potosi|San Luis Potosi|Mexico
SLQ|Sleetmute|Sleetmute|United States
SLR|Sulphur Springs|Sulphur Springs|United States
SLS|Silistra|Silistra|Bulgaria
SLT|Salida|Salida|United States
SLU|George F L Charles|Castries|Saint Lucia
SLV|Simla|Simla|India
SLW|Saltillo|Saltillo|Mexico
SLX|Salt Cay|Salt Cay|Turks and Caicos Islands
SLY|Salekhard|Salekhard|Russian Federation
SLZ|Marechal Cunha Machado|São Luis|Brazil
SMA|Vila Do Porto|Santa Maria|Portugal
SMB|Cerro Sombrero|Cerro Sombrero|Chile
SMC|Santa Maria|Santa Maria|Colombia
SMD|Smith Field|Fort Wayne, IN|United States
SME|Pulaski County|Somerset|United States
SMF|Sacramento Intl.|Sacramento, CA|United States
SMG|Santa Maria|Santa Maria|Peru
SMH|Sapmanga|Sapmanga|Papua New Guinea
SMI|Samos|Samos|Greece
SMJ|Sim|Sim|Papua New Guinea
SMK|St Michael|St Michael|United States
SML|Estate Airstrip|Stella Maris|Bahamas
SMM|Semporna|Semporna|Malaysia
SMN|Salmon|Salmon|United States
SMO|Santa Monica|Santa Monica|United States
SMP|Stockholm|Stockholm|Papua-New Guinea
SMQ|Sampit|Sampit|Indonesia
SMR|Simon Bolivar|Santa Marta|Colombia
SMS|Sainte Marie|Sainte Marie|Madagascar
SMT|Sun Moon Lake|Sun Moon Lake|Taiwan
SMU|Sheep Mountain|Sheep Mountain|United States
SMV|Samedan|St Moritz|Switzerland
SMW|Smara|Smara|Morocco
SMX|Public|Santa Maria|United States
SMY|Simenti|Simenti|Senegal
SMZ|Stoelmans Eiland|Stoelmans Eiland|Suriname
SNA|John Wayne|Santa Ana|United States
SNB|Snake Bay|Snake Bay|Australia
SNC|Salinas|Salinas|Ecuador
SND|Seno|Seno|Laos
SNE|Preguica|Sao Nicolau|Cape Verde
SNF|San Felipe|San Felipe|Venezuela
SNG|San Ignacio De Velasco|San Ignacio De Velasco|Bolivia
SNH|Stanthorpe|Stanthorpe|Australia
SNI|R.E. Murray|Sinoe|Liberia
SNJ|San Julian|San Julian|Cuba
SNK|Winston Field|Snyder|United States
SNL|Municipal|Shawnee|United States
SNM|San Ignacio De M|San Ignacio De M|Bolivia
SNN|Shannon|Shannon|Ireland
SNO|Sakon Nakhon|Sakon Nakhon|Thailand
SNP|Saint Paul Island|Saint Paul Island|United States
SNQ|San Quintin|San Quintin|Mexico
SNR|Montoir|St Nazaire|France
SNS|Salinas|Salinas|United States
SNT|Sabana De Torres|Sabana De Torres|Colombia
SNU|Abel Santa Maria|Santa Clara|Cuba
SNV|Santa Elena|Santa Elena|Venezuela
SNW|Thandwe|Thandwe|Myanmar
SNX|Sabana De Mar|Sabana De Mar|Dominican Republic
SNY|Sidney|Sidney|United States
SNZ|Santa Cruz|Santa Cruz|Brazil
SOA|Soc Trang|Soc Trang|Viet Nam
SOB|Saarmelleek/balaton|Saarmelleek|Hungary
SOC|Adi Sumarmo|Solo City|Indonesia
SOD|Sorocaba|Sorocaba|Brazil
SOE|Souanke|Souanke|Congo
SOF|Sofia|Sofia|Bulgaria
SOG|Haukasen|Sogndal|Norway
SOH|Solita|Solita|Colombia
SOI|South Molle Island|South Molle Island|Australia
SOJ|Sorkjosen|Sorkjosen|Norway
SOK|Semongkong|Semongkong|Lesotho
SOL|Solomon|Solomon|United States
SOM|Edmundo Barrios|San Tome|Venezuela
SON|Pekoa|Espiritu Santo|Vanuatu
SOO|Soderhamn|Soderhamn|Sweden
SOP|Pinehurst-S. Pines|Southern Pines|United States
SOQ|Jefman|Sorong|Indonesia
SOR|Al Thaurah|Al Thaurah|Syria
SOT|Sodankyla|Sodankyla|Finland
SOU|Southampton Arpt.|Eastleigh near Southampton|United Kingdom
SOV|Seldovia|Seldovia|United States
SOW|Show Low|Show Low, AZ|United States
SOX|Alberto Lleras Camargo|Sogamoso|Colombia
SOY|Stronsay|Stronsay|United Kingdom
SOZ|Solenzara|Solenzara|France
SPA|Spartanburg, Downtown Memorial|Spartanburg, SC|United States
SPC|La Palma|Santa Cruz De La Palma|Spain
SPD|Saidpur|Saidpur|Bangladesh
SPE|Sepulot|Sepulot|Malaysia
SPF|Black Hills|Spearfish|United States
SPH|Sopu|Sopu|Papua New Guinea
SPI|Capital|Springfield|United States
SPJ|Eleftherios Venizelos|Athens|Greece
SPK|Metropolitan Area|Sapporo|Japan
SPM|Spangdahlem|Spangdahlem|Germany
SPN|Intl.|Saipan|Northern Mariana Islands
SPO|San Pablo|Sevilla|Spain
SPP|Menongue|Menongue|Angola
SPQ|Catalina SPB|San Pedro|United States
SPR|San Pedro|San Pedro|Belize
SPS|Sheppard AFB|Wichita Falls|United States
SPT|Sipitang|Sipitang|Malaysia
SPU|Split|Split|Croatia
SPV|Sepik Plains|Sepik Plains|Papua New Guinea
SPW|Municipal|Spencer|United States
SPY|San Pedro|San Pedro|Cote D'Ivoire
SPZ|Springdale Muni|Springdale|United States
SQA|Santa Ynez|Santa Ynez|United States
SQB|Santa Ana|Santa Ana|Colombia
SQC|Southern Cross|Southern Cross|Australia
SQD|Sinop|Sinop|Turkey
SQE|San Luis De Pale|San Luis De Pale|Colombia
SQF|Solano|Solano|Colombia
SQG|Sintang|Sintang|Indonesia
SQI|Whiteside County|Sterling Rockfalls|United States
SQK|Sidi Barani|Sidi Barani|Egypt
SQL|San Carlos|San Carlos|United States
SQM|São Miguel de Aragao|São Miguel de Aragao|Brazil
SQN|Sanana|Sanana|Indonesia
SQO|Gunnarn|Storuman|Sweden
SQP|Starcke|Starcke|Australia
SQQ|Siauliai Intl.|Siauliai|Lithuania
SQR|Inco Soroako Waws|Soroako|Indonesia
SQS|Matthew Spain|San Ignacio|Belize
SQT|China Straits Airstrip|Samarai Island|Papua New Guinea
SQV|Sequim Valley Arpt|Sequim|United States
SQW|Skive Arpt.|Skive|Denmark
SQX|Sao Miguel do Oeste|Sao Miguel do Oeste|Brazil
SQY|Sao Lourenco Do Sul|Sao Lourenco Do Sul|Brazil
SQZ|RAF Station|Scampton|United Kingdom
SRA|Santa Rosa|Santa Rosa|Brazil
SRB|Santa Rosa|Santa Rosa|Bolivia
SRC|Searcy|Searcy|United States
SRD|San Ramon|San Ramon|Bolivia
SRE|Juana Azurduy de Padilla|Sucre|Bolivia
SRF|Hamilton Field|San Rafael|United States
SRG|Achmad Yani|Semarang|Indonesia
SRH|Sarh|Sarh|Chad
SRI|Samarinda|Samarinda|Indonesia
SRJ|Capitan G Q Guardia|San Borja|Bolivia
SRK|Sierra Leone|Sierra Leone|Sierra Leone
SRL|Santa Rosalia|Santa Rosalia|Mexico
SRM|Sandringham|Sandringham|Australia
SRN|Strahan|Strahan|Australia
SRO|Santana Ramos|Santana Ramos|Colombia
SRP|Stord Arpt.|Stord|Norway
SRQ|Sarasota-Bradenton Intl. Arpt.|Sarasota, FL|United States
SRR|Dunwich|Stradbroke Island|Australia
SRS|Cartagena|San Marcos|Colombia
SRT|Soroti|Soroti|Uganda
SRU|Skypark|Santa Cruz|United States
SRV|Stony River|Stony River|United States
SRW|Rowan County|Salisbury|United States
SRX|Sert|Sert|Libya
SRY|Dashte Naz|Sary|Iran
SRZ|El Trompillo|Santa Cruz|Bolivia
SSA|Luis Eduardo Magalhaes|Salvador, Bahia|Brazil
SSC|Shaw AFB|Sumter|United States
SSD|San Felipe|San Felipe|Colombia
SSE|Sholapur|Sholapur|India
SSF|Stinson Municipal|San Antonio|United States
SSG|Santa Isabel|Malabo|Equatorial Guinea
SSH|Ophira Intl.|Sharm El Sheikh|Egypt
SSI|Mckinnon|Brunswick|United States
SSJ|Stokka|Sandnessjoen|Norway
SSK|Sturt Creek|Sturt Creek|Australia
SSL|Santa Rosalia|Santa Rosalia|Colombia
SSN|Seoul Ab|Seoul|Korea
SSO|Sao Lourenco|Sao Lourenco|Brazil
SSP|Silver Plains|Silver Plains|Australia
SSQ|La Sarre|La Sarre|Canada
SSR|Sara|Sara|Vanuatu
SSS|Siassi|Siassi|Papua New Guinea
SST|Santa Teresita|Santa Teresita|Argentina
SSU|Greenbrier|White Sulphur Springs|United States
SSV|Siasi|Siasi|Philippines
SSW|Stuart Island|Stuart Island|United States
SSX|Samsun|Samsun/carsamba|Turkey
SSZ|Santos|Santos|Brazil
STA|Stauning Vestjyllands Arpt.|Skjern|Denmark
STB|L Delicias|Santa Barbara Ed|Venezuela
STC|Municipal|Saint Cloud|United States
STD|Mayo Guerrero|Santo Domingo|Venezuela
STE|Stevens Point|Stevens Point|United States
STF|Stephen Island|Stephen Island|Australia
STG|St George Island|St George Island|United States
STH|Strathmore|Strathmore|Australia
STI|Cibao Intl. Arpt.|Santiago|Dominican Republic
STJ|Rosecrans Memorial|St Joseph|United States
STK|Crosson Field|Sterling|United States
STL|Lambert-St. Louis Intl.|St Louis|United States
STM|Eduardo Gomes|Santarem|Brazil
STN|London Stansted|London|United Kingdom
STO|All Airports|Stockholm|Sweden
STP|Downtown|St Paul|United States
STR|Stuttgart Echterdingen|Stuttgart|Germany
STS|Sonoma County|Santa Rosa|United States
STT|Cyril E King Arpt.|Charlotte Amalie, St Thomas|Virgin Islands, US
STU|Santa Cruz|Santa Cruz|Belize
STV|Surat|Surat|India
STW|Stavropol|Stavropol|Russian Federation
STX|Henry E Rohlsen|St Croix Island|Virgin Islands
STY|Salto|Salto|Uruguay
STZ|Confresa|Santa Terezinha|Brazil
SUA|Witham Field|Stuart|United States
SUB|Juanda|Surabaya|Indonesia
SUC|Schloredt|Sundance|United States
SUD|Stroud|Stroud|United States
SUE|Door County|Sturgeon Bay|United States
SUF|S Eufemia|Lamezia-terme|Italy
SUG|Surigao|Surigao|Philippines
SUH|Sur|Sur|Oman
SUI|Babusheri|Sukhumi|Georgia
SUJ|Satu Mare|Satu Mare|Romania
SUK|Samcheok|Samcheok|Korea
SUL|Sui|Sui|Pakistan
SUM|Municipal|Sumter|United States
SUN|Sun Valley|Sun Valley|United States
SUO|Sun River|Sun River|United States
SUP|Trunojoyo|Sumenep|Indonesia
SUQ|Sucua|Sucua|Ecuador
SUR|Summer Beaver|Summer Beaver|Canada
SUS|Spirit Of St Louis|St Louis|United States
SUT|Sumbawanga|Sumbawanga|Tanzania
SUU|Travis AFB|Fairfield|United States
SUV|Nausori|Suva|Fiji
SUW|Richard I Bong Arpt|Superior|United States
SUX|Sioux Gateway|Sioux City|United States
SUY|Sudureyri|Sudureyri|Iceland
SUZ|Suria|Suria|Papua New Guinea
SVA|Savoonga|Savoonga|United States
SVB|Sambava|Sambava|Madagascar
SVC|Grant County|Silver City|United States
SVD|E. T. Joshua|St Vincent|Saint Vincent And The Grenadines
SVE|Susanville|Susanville|United States
SVF|Save|Save|Benin
SVG|Sola|Stavanger|Norway
SVH|Municipal|Statesville|United States
SVI|San Vicente|San Vicente|Colombia
SVJ|Helle|Svolvaer|Norway
SVK|Silver Creek|Silver Creek|Belize
SVL|Savonlinna|Savonlinna|Finland
SVN|Hunter AAF|Savannah, GA|United States
SVO|Sheremetyevo|Moscow|Russian Federation
SVP|Kuito|Kuito|Angola
SVQ|San Pablo|Sevilla|Spain
SVR|Svay Rieng|Svay Rieng|Cambodia
SVS|Stevens Village|Stevens Village|United States
SVT|Savuti|Savuti|Botswana
SVU|Savusavu|Savusavu|Fiji
SVV|San Salvador De|San Salvador De|Venezuela
SVW|Sparrevohn AFS|Sparrevohn|United States
SVX|Koltsovo Intl. Arpt.|Ekaterinburg|Russia
SVY|Savo|Savo|Solomon Islands
SVZ|San Antonio|San Antonio|Venezuela
SWA|Shantou|Shantou|China
SWB|Shaw River|Shaw River|Australia
SWC|Stawell|Stawell|Australia
SWD|Seward|Seward|United States
SWE|Siwea|Siwea|Papua New Guinea
SWF|Stewart|New York|United States
SWG|Satwag|Satwag|Papua New Guinea
SWH|Swan Hill|Swan Hill|Australia
SWI|Gypsy|Swindon|United Kingdom
SWJ|South West Bay|South West Bay|Vanuatu
SWK|Segrate|Milan|Italy
SWL|Spanish Wells|Spanish Wells|Bahamas
SWM|Suia-Missu|Suia-Missu|Brazil
SWN|Sahiwal|Sahiwal|Pakistan
SWO|Searcy Fld|Stillwater|United States
SWP|Swakopmund|Swakopmund|Namibia
SWQ|Brang Bidji|Sumbawa|Indonesia
SWS|Fairwood Comm|Swansea|United Kingdom
SWU|Suwon|Suwon|Korea
SWV|Shikarpur|Shikarpur|Pakistan
SWW|Sweetwater|Sweetwater|United States
SWX|Shakawe|Shakawe|Botswana
SWY|Sitiawan|Sitiawan|Malaysia
SWZ|Sydney West|Sydney|Australia
SXA|Sialum|Sialum|Papua New Guinea
SXB|Entzheim|Strasbourg|France
SXC|Avalo Vor/WP|Catalina Island|United States
SXD|Sophia Antipolis|Sophia Antipolis|France
SXE|Sale|Sale|Australia
SXF|Berlin Schonefeld Airport|Berlin|Germany
SXG|Senanga|Senanga|Zambia
SXH|Sehulea|Sehulea|Papua New Guinea
SXI|Sirri Island|Sirri Island|Iran
SXJ|Shanshan|Shanshan|China
SXK|Saumlaki|Saumlaki|Indonesia
SXL|Collooney|Sligo|Ireland
SXM|Princess Juliana Intl.|Philipsburg, St. Maarten|Netherlands Antilles
SXN|Suapan|Suapan|Botswana
SXO|Sao Felix Do Araguaia|Sao Felix Do Araguaia|Brazil
SXP|Sheldon SPB|Sheldon Point|United States
SXQ|Soldotna|Soldotna|United States
SXR|Srinagar|Srinagar|India
SXS|Sahabat 16|Sahabat 16|Malaysia
SXT|Taman Negara|Taman Negara|Malaysia
SXU|Soddu|Soddu|Ethiopia
SXV|Salem|Salem|India
SXW|Sauren|Sauren|Papua New Guinea
SXX|Sao Felix Do Xingu|Sao Felix Do Xingu|Brazil
SXY|Sidney|Sidney|United States
SXZ|Siirt|Siirt|Turkey
SYA|Shemya AFB|Shemya|United States
SYB|Seal Bay|Seal Bay|United States
SYC|Shiringayoc|Shiringayoc|Peru
SYD|Kingsford Smith|Sydney|Australia
SYE|Sadah|Sadah|Yemen
SYF|Silva Bay|Silva Bay|Canada
SYG|Spitsberg|Svalbard|Norway
SYH|Syangboche|Syangboche|Nepal
SYI|Bomar Field|Shelbyville|United States
SYJ|Sirjan|Sirjan|Iran
SYK|Stykkisholmur|Stykkisholmur|Iceland
SYL|Roberts AAF|San Miguel|United States
SYM|Simao|Simao|China
SYN|Carleton|Stanton|United States
SYO|Shonai|Shonai|Japan
SYP|Santiago|Santiago|Panama
SYQ|Tobias Bolaños Intl.|San José|Costa Rica
SYR|Syracuse Hancock Intl. Arpt.|Syracuse|United States
SYS|Yeosu|Suncheon|Korea
SYT|Charolais Bourgogne S.|Saint Yan|France
SYU|Warraber Island|Sue Island|Australia
SYV|Sylvester|Sylvester|United States
SYW|Sehwen Sharif|Sehwen Sharif|Pakistan
SYX|Fenghuang Intl.|Sanya|China
SYY|Stornoway|Stornoway|United Kingdom
SYZ|Shiraz|Shiraz|Iran
SZA|Soyo|Soyo|Angola
SZB|Sultan Abdul Aziz Shah|Kuala Lumpur|Malaysia
SZC|Guanacaste|Santa Cruz|Costa Rica
SZD|Sheffield City Arpt.|Sheffield|United Kingdom
SZE|Semera Arpt.|Semera|Ethiopia
SZF|Carsamba|Samsun|Turkey
SZG|W. A. Mozart|Salzburg|Austria
SZH|Senipah|Senipah|Indonesia
SZJ|Siguanea|Siguanea|Cuba
SZK|Skukuza|Skukuza|South Africa
SZL|Whiteman AFB|Kansas|United States
SZN|Santa Cruz Island|Santa Barbara|United States
SZP|Oxnard|Santa Paula|United States
SZQ|Saenz Pena|Saenz Pena|Argentina
SZR|Stara Zagora|Stara Zagora|Bulgaria
SZS|Stewart Island|Stewart Island|New Zealand
SZU|Segou|Segou|Mali
SZV|Suzhou|Suzhou|China
SZW|Parchim Arpt.|Schwerin|Germany
SZX|Shenzhen|Shenzhen|China
SZY|Mazury|Szymany|Poland
SZZ|Goleniow|Szczecin|Poland
TAA|Tarapaina|Tarapaina|Solomon Islands
TAB|Crown Point Arpt.|Tobago|Trinidad And Tobago
TAC|D.Z. Romualdez|Tacloban|Philippines
TAD|Las Animas|Trinidad|United States
TAE|Daegu|Daegu|Korea
TAF|Tafaraoui|Oran|Algeria
TAG|Tagbilaran|Tagbilaran|Philippines
TAH|Tanna|Tanna|Vanuatu
TAI|Al Janad|Taiz|Yemen
TAJ|Tadji|Aitape|Papua New Guinea
TAK|Takamatsu|Takamatsu|Japan
TAL|Ralph Calhoun|Tanana|United States
TAM|Gen F Javier Mina|Tampico|Mexico
TAN|Tangalooma|Tangalooma|Australia
TAO|Qingdao|Qingdao|China
TAP|Tapachula Intl.|Tapachula|Mexico
TAQ|Tarcoola|Tarcoola|Australia
TAR|M. A. Grottag|Taranto|Italy
TAS|Yuzhny|Tashkent|Uzbekistan
TAT|Poprad/tatry|Poprad|Slovak Republic
TAU|Tauramena|Tauramena|Colombia
TAV|Tau|Tau|American Samoa
TAW|Tacuarembo|Tacuarembo|Uruguay
TAX|Taliabu|Taliabu|Indonesia
TAY|Tartu|Tartu|Estonia
TBA|Tabibuga|Tabibuga|Papua New Guinea
TBB|Tuy Hoa|Tuy Hoa|Viet Nam
TBC|Tuba City|Tuba City|United States
TBD|Timbiqui|Timbiqui|Colombia
TBE|Timbunke|Timbunke|Papua New Guinea
TBF|Tabiteuea North|Tabiteuea North|Kiribati
TBG|Tabubil|Tabubil|Papua New Guinea
TBH|Romblon|Tablas|Philippines
TBI|New Bright|The Bight|Bahamas
TBJ|Tabarka|Tabarka|Tunisia
TBK|Timber Creek|Timber Creek|Australia
TBL|Tableland|Tableland|Australia
TBM|Tumbang Samba|Tumbang Samba|Indonesia
TBN|Forney AAF|Fort Leonard Wood|United States
TBO|Tabora|Tabora|Tanzania
TBP|Tumbes|Tumbes|Peru
TBQ|Tarabo|Tarabo|Papua New Guinea
TBR|Statesboro-Bulloch County Arpt.|Statesboro, GA|United States
TBS|Lochini|Tbilisi|Georgia
TBT|Internacional|Tabatinga|Brazil
TBU|Fua'amotu Intl.|Nuku'alofa|Tonga
TBV|Tabal|Tabal|Marshall Islands
TBW|Tambov|Tambov|Russian Federation
TBX|Taabo|Taabo|Cote D'Ivoire
TBY|Tsabong|Tsabong|Botswana
TBZ|Tabriz|Tabriz|Iran
TCA|Tennant Creek|Tennant Creek|Australia
TCB|Treasure Cay|Treasure Cay, Ibaco Islands|Bahamas
TCC|Tucumcari|Tucumcari|United States
TCD|Tarapaca|Tarapaca|Colombia
TCE|Tulcea|Tulcea|Romania
TCF|Tocoa|Tocoa|Honduras
TCG|Tacheng|Tacheng|China
TCH|Tchibanga|Tchibanga|Gabon
TCJ|Torembi Arpt.|Torembi|Papua New Guinea
TCK|Tinboli Arpt.|Tinboli|Papua New Guinea
TCL|Van De Graaf|Tuscaloosa, AL|United States
TCM|McChord AFB|Tacoma, WA|United States
TCN|Tehuacan|Tehuacan|Mexico
TCO|La Florida|Tumaco|Colombia
TCP|Taba Intl.|Taba|Egypt
TCQ|Tacna|Tacna|Peru
TCR|Tuticorin|Tuticorin|India
TCS|Municipal|Truth Or Consequences|United States
TCT|Takotna|Takotna|United States
TCU|Thaba Nchu|Thaba Nchu|South Africa
TCV|Tete|Tete|Mozambique
TCW|Tocumwal|Tocumwal|Australia
TCY|Terrace Bay|Terrace Bay|Namibia
TDA|Trinidad|Trinidad|Colombia
TDB|Tetabedi|Tetabedi|Papua New Guinea
TDD|Trinidad|Trinidad|Bolivia
TDG|Tandag|Tandag|Philippines
TDJ|Tadjoura|Tadjoura|Djibouti
TDK|Taldy-Kurgan|Taldy-Kurgan|Kazakhstan
TDL|Tandil|Tandil|Argentina
TDN|Theda Station|Theda|Australia
TDO|Winlock|Toledo|United States
TDR|Theodore|Theodore|Australia
TDT|Tanda Tula|Tanda Tula|South Africa
TDV|Tanandava|Tanandava|Madagascar
TDW|Tradewind|Amarillo|United States
TDX|Trat|Trat|Thailand
TDZ|Toledo|Toledo|United States
TEA|Tela|Tela|Honduras
TEB|Teterboro|Teterboro|United States
TEC|Telemaco Borba|Telemaco Borba|Brazil
TEF|Telfer|Telfer|Australia
TEG|Tenkodogo|Tenkodogo|Burkina Faso
TEH|Tetlin|Tetlin|United States
TEI|Tezu|Tezu|India
TEK|Tatitlek|Tatitlek|United States
TEL|Telupid|Telupid|Malaysia
TEM|Temora|Temora|Australia
TEN|Tongren|Tongren|China
TEO|Terapo|Terapo|Papua New Guinea
TEP|Teptep|Teptep|Papua New Guinea
TEQ|Corlu|Tekirdag|Turkey
TER|Lajes Ab|Terceira Island|Portugal
TES|Tessenei|Tessenei|Eritrea
TET|Matundo|Tete|Mozambique
TEU|Manapouri|Te Anau|New Zealand
TEW|Tohid|Tohid|Iran
TEX|Telluride|Telluride|United States
TEY|Thingeyri|Thingeyri|Iceland
TEZ|Salonibari|Tezpur|India
TFB|Tifalmin|Tifalmin|Papua New Guinea
TFC|Taormina Harbour|Taormina|Italy
TFF|Tefe|Tefe|Brazil
TFI|Tufi|Tufi|Papua New Guinea
TFL|Teofilo Otoni|Teofilo Otoni|Brazil
TFM|Telefomin|Telefomin|Papua New Guinea
TFN|Tenerife Norte|Tenerife|Spain
TFR|Ramadan|Ramadan|Egypt
TFS|Sur Reina Sofia|Tenerife|Spain
TFT|Taftan|Taftan|Pakistan
TFY|Tarfaya|Tarfaya|Morocco
TGB|Tagbita|Tagbita|Philippines
TGD|Golubovci|Podgorica|Montenegro
TGE|Sharpe Field|Tuskegee|United States
TGF|Tignes|Tignes|France
TGG|Sultan Mahmood|Kuala Terengganu|Malaysia
TGH|Tongoa|Tongoa|Vanuatu
TGI|Tingo Maria|Tingo Maria|Peru
TGJ|Tiga|Tiga|New Caledonia
TGL|Tagula|Tagula|Papua New Guinea
TGM|Transilvania|Tirgu Mures|Romania
TGN|La Trobe Regional|Traralgon|Australia
TGO|Tongliao|Tongliao|China
TGQ|Tangara da Serra|Tangara da Serra|Brazil
TGR|Touggourt|Touggourt|Algeria
TGS|Chokwe|Chokwe|Mozambique
TGT|Tanga|Tanga|Tanzania
TGU|Toncontin|Tegucigalpa|Honduras
TGV|Targovishte|Targovishte|Bulgaria
TGX|Tingrela|Tingrela|Cote D'Ivoire
TGZ|Llano San Juan|Tuxtla Gutierrez|Mexico
THA|Tullahoma/William Northern Field|Tullahoma, TN|United States
THB|Thaba-Tseka|Thaba-Tseka|Lesotho
THC|Tchien|Tchien|Liberia
THE|Senador Petrônio Portella|Teresina|Brazil
THF|Tempelhof|Berlin|Germany
THG|Thangool|Thangool|Australia
THH|Taharoa|Taharoa|New Zealand
THI|Tichitt|Tichitt|Mauritania
THK|Thakhek|Thakhek|Laos
THL|Tachilek|Tachilek|Myanmar
THM|Thompsonfield|Thompsonfield|United States
THN|Trollhattan|Trollhattan|Sweden
THP|Hot Springs|Thermopolis|United States
THR|Mehrabad/ghaleh Morghi|Tehran|Iran
THS|Sukhothai|Sukhothai|Thailand
THT|Tamchakett|Tamchakett|Mauritania
THU|Pituffik|Pituffik|Greenland
THV|York Arpt.|York|United States
THY|Thohoyandou|Thohoyandou|South Africa
THZ|Tahoua|Tahoua|Niger
TIA|Rinas Mother Teresa|Tirana|Albania
TIB|Tibu|Tibu|Colombia
TIC|Tinak Island|Tinak Island|Marshall Islands
TID|Bouchekif Abde Al-hafidh Boussof|Tiaret|Algeria
TIE|Tippi|Tippi|Ethiopia
TIF|Taif|Taif|Saudi Arabia
TIG|Tingwon|Tingwon|Papua New Guinea
TIH|Tikehau Atoll|Tikehau Atoll|French Polynesia
TII|Tirinkot|Tirinkot|Afghanistan
TIJ|General A. L. Rodriguez Intl|Tijuana|Mexico
TIK|Tinker AFB|Oklahoma City|United States
TIL|Inverlake|Inverlake|Canada
TIM|Timika|Tembagapura|Indonesia
TIN|Tindouf|Tindouf|Algeria
TIO|Tilin|Tilin|Myanmar
TIP|Intl.|Tripoli|Libya
TIQ|Tinian|Tinian|Northern Mariana Islands
TIR|Tirupati|Tirupati|India
TIU|Timaru|Timaru|New Zealand
TIV|Tivat|Tivat|Montenegro
TIW|Industrial|Tacoma|United States
TIY|Tidjikja|Tidjikja|Mauritania
TIZ|Tari|Tari|Papua New Guinea
TJA|Tarija|Tarija|Bolivia
TJB|Tanjung Balai|Tanjung Balai|Indonesia
TJC|Ticantiki|Ticantiki|Panama
TJG|Tanjung Warukin|Tanjung Warukin|Indonesia
TJH|Tajima|Toyooka|Japan
TJI|Capiro|Trujillo|Honduras
TJK|Tokat|Tokat|Turkey
TJM|Roschino|Tyumen|Russian Federation
TJN|Takume|Takume|French Polynesia
TJQ|Bulutumbang|Tanjung Pandan|Indonesia
TJS|Tanjung Selor|Tanjung Selor|Indonesia
TJV|Thanjavur|Thanjavur|India
TKA|Talkeetna|Talkeetna|United States
TKB|Tekadu|Tekadu|Papua New Guinea
TKC|Tiko|Tiko|Cameroon
TKD|Takoradi|Takoradi|Ghana
TKE|Tenakee SPB|Tenakee Springs|United States
TKF|Truckee-Tahoe|Truckee, CA|United States
TKG|Branti|Bandar Lampung|Indonesia
TKH|Nakhon Sawan|Takhli|Thailand
TKJ|Tok|Tok|United States
TKK|Truk|Truk|Micronesia
TKL|Taku SPB|Taku Lodge|United States
TKM|El Peten|Tikal|Guatemala
TKN|Tokunoshima|Tokunoshima|Japan
TKO|Tlokoeng|Tlokoeng|Lesotho
TKP|Takapoto|Takapoto|French Polynesia
TKQ|Kigoma|Kigoma|Tanzania
TKR|Thakurgaon|Thakurgaon|Bangladesh
TKS|Tokushima|Tokushima|Japan
TKT|Tak|Tak|Thailand
TKU|Turku|Turku|Finland
TKV|Tatakoto|Tatakoto|French Polynesia
TKW|Tekin|Tekin|Papua New Guinea
